event,leaveout,size,squared_diff,time
thornton,0.5188751328522113,926.0,0.006185394971902292,0.13749218386797726
thornton,0.5252992715121342,643.0,0.00016100953586234423,0.30013045793319987
thornton,0.5339412265107617,2463.0,0.0008740035281999958,0.6539371104732389
thornton,0.5236103473138572,844.0,0.006723640540835296,1.4250013706133748
thornton,0.5146560122423077,1038.0,0.0012090737808316265,3.107125728632716
thornton,0.5374404101004733,1035.0,0.00380526956687699,6.771934999495642
sutherland_springs,0.5,1.0,0.0,0.0006597222222222224
sutherland_springs,0.5,2.0,0.0,0.002513679992684856
sutherland_springs,0.5,15.0,0.0,0.006913511353272261
sutherland_springs,0.5223767590396234,289.0,7.49954990597601e-05,0.01925408013851747
sutherland_springs,0.5265510386675123,4546.0,0.002739184080917667,0.05020077279661713
sutherland_springs,0.5413792474117303,18010.0,0.0004975123251906854,0.1314466038443311
sutherland_springs,0.5439597774438593,20741.0,1.8353011092653304e-05,0.3441627080038555
sutherland_springs,0.5366617880882472,31865.0,0.00027941903245509714,0.901253182314794
sutherland_springs,0.5295837878969138,14841.0,0.00039810566407560977,2.3598732036521954
sutherland_springs,0.5367181983133832,9075.0,0.0004468605842515849,6.179819779677785
parkland,0.5,5.0,0.0,0.0017824074074074081
parkland,0.5,12.0,0.0,0.00513724635912285
parkland,0.5141310143156134,327.0,0.001301374300104241,0.0111355585597484
parkland,0.5332495132421136,2326.0,0.001507378060847664,0.027263428594945908
parkland,0.5385857015634031,6182.0,8.056532527944693e-05,0.06762242294253691
parkland,0.5365655849971416,10085.0,0.0011938144047233257,0.16773482939994075
parkland,0.5404852420772851,7198.0,0.0007815101909887101,0.41605403215718795
parkland,0.533430120860771,24779.0,0.00031885488676519635,1.0319740739602588
parkland,0.5386031458280591,23747.0,0.0001286648282595726,2.5600878125110267
parkland,0.5365522324472709,65993.0,9.599321808329009e-06,6.34953493730008
nashville,0.5,2.0,0.0,0.01995949996912472
nashville,0.5,4.0,0.0,0.04515621996346557
nashville,0.5,1.0,0.0,0.06482638888888884
nashville,0.5,1.0,0.0,0.13375000000000012
nashville,0.5257245812268325,573.0,0.0010087481648251018,0.35124651017889347
nashville,0.5220612063757705,4248.0,1.4091327821597055e-05,0.584647094965482
nashville,0.5184691228340963,3707.0,0.0009756272313430348,1.0985274624395527
nashville,0.5218615971888727,7662.0,0.000423053877987023,2.0644928363393045
nashville,0.5251525736754507,2790.0,0.0001668563591975536,3.8803904574459622
nashville,0.524177364540895,1923.0,0.0006471508179839436,7.295997518326991
santa_fe,0.5,1.0,0.0,0.00015046296296296297
santa_fe,0.5,2.0,0.0,0.0009204118218551407
santa_fe,0.5,2.0,0.0,0.003899071765305351
santa_fe,0.5,8.0,0.0,0.007702231068068906
santa_fe,0.5158137401656422,506.0,0.003849721485212787,0.022268440315177985
santa_fe,0.5268778570537085,4295.0,0.0006074899887772989,0.06758694008582286
santa_fe,0.5307083445234568,14630.0,0.000315691189029188,0.2051629315674958
santa_fe,0.5260494065007029,8049.0,0.00017665736171890156,0.6228225239652564
santa_fe,0.5220049445823192,7953.0,0.0005720201024039806,1.8905876919308695
santa_fe,0.5181249575663043,5943.0,0.0010023750669825304,5.73970198550459
annapolis,0.5236146229608063,5219.0,0.0011108370748246221,0.3090435332888852
annapolis,0.5216808388948716,3791.0,0.0010927193801343882,0.44558808300035835
annapolis,0.5196294993523558,1906.0,0.0013850672898658711,0.6425166944342166
annapolis,0.5214263227516638,1776.0,0.003111862549740496,0.9262477442763393
annapolis,0.5279642414606758,1934.0,0.00024938924774442484,1.3352642138266737
annapolis,0.5611336772840708,637.0,0.009362678266890134,1.924470292980594
annapolis,0.541869924147079,436.0,0.005092168981193246,2.7766010814262536
annapolis,0.5381977365122439,919.0,0.004288334829989138,3.999808896621279
annapolis,0.51716878895515,967.0,0.00010046159954923972,5.768510533354001
annapolis,0.4998064043566588,480.0,0.0008319004928680762,8.335376364707326
pittsburgh,0.5,5.0,0.0,0.005454963147665327
pittsburgh,0.5,34.0,0.0,0.013638011965472477
pittsburgh,0.49478433012579254,376.0,0.001231918616845351,0.028421592386679902
pittsburgh,0.5144707843865397,2076.0,0.0006787203470972614,0.06188871265413927
pittsburgh,0.5292069096593217,2772.0,0.0011268678579807734,0.13533325422479897
pittsburgh,0.5395003888699166,4117.0,1.9119866475958425e-05,0.29589885272545163
pittsburgh,0.5467075197852116,3690.0,0.0008023182106333682,0.6469601666565162
pittsburgh,0.5621066077008368,10565.0,0.00040785673661791755,1.4145959186387496
pittsburgh,0.5679313549122962,9345.0,0.0005449475692219652,3.092536885361961
pittsburgh,0.5493909474224272,3418.0,0.0013331527865410031,6.7642306511157555
thousand_oaks,0.5222743626126187,5571.0,0.00017867495125178934,0.9479197615605423
thousand_oaks,0.5294455467592952,11436.0,0.00010729755458760426,1.2106087645628267
thousand_oaks,0.5470143358077144,15174.0,0.0002151450653168352,1.5460255511024974
thousand_oaks,0.5477714120682071,9087.0,0.0005741278326696353,1.9743813914926267
thousand_oaks,0.560369653486101,10147.0,0.0009069586399614304,2.521423444527019
thousand_oaks,0.5679659837355109,4819.0,9.466591927953516e-05,3.220047150668962
thousand_oaks,0.5828110033252815,2363.0,0.0008256872572314222,4.112223950452864
thousand_oaks,0.560618310879879,1872.0,0.0010287875933147062,5.249590142364324
thousand_oaks,0.5748463614379218,1244.0,0.00011899583799701574,6.7070027263292324
thousand_oaks,0.5613334535436723,1099.0,0.006408160801306018,8.56515791282888
