year,polarization,label,is_actual
2018.5777777777778,0.5423604737523181,Annapolis,actual value
2016.6305555555555,0.5416329334641822,Baton Rouge,actual value
2016.8138888888889,0.5654185203477943,Burlington,actual value
2015.6277777777777,0.5604743909330638,Chattanooga,actual value
2015.9916666666666,0.5448905344356291,Colorado Springs,actual value
2016.6027777777779,0.5367744901713105,Dallas,actual value
2017.3833333333334,0.5638256648006439,Fresno,actual value
2016.2222222222222,0.553457895219266,Kalamazoo,actual value
2018.3944444444444,0.5318924018838775,Nashville,actual value
2016.5333333333333,0.5563444998136734,Orlando,actual value
2018.2055555555555,0.5437512710853211,Parkland,actual value
2018.9083333333333,0.5639650408560851,Pittsburgh,actual value
2015.8361111111112,0.5473168160366184,Roseburg,actual value
2016.0055555555555,0.5430371715964115,San Bernardino,actual value
2017.5388888888888,0.5586973966600935,San Francisco,actual value
2018.4666666666667,0.5406472509782345,Santa Fe,actual value
2017.9305555555557,0.5475448031378461,Sutherland Springs,actual value
2017.9194444444445,0.5499415560341936,Thornton,actual value
2018.9361111111111,0.560994473156529,Thousand Oaks,actual value
2017.8361111111112,0.551542171559945,Vegas,actual value
2018.5777777777778,0.5238669185543379,Annapolis,value resulting from random party assignment
2016.6305555555555,0.5212367324277598,Baton Rouge,value resulting from random party assignment
2016.8138888888889,0.5340554852121169,Burlington,value resulting from random party assignment
2015.6277777777777,0.5337120801325721,Chattanooga,value resulting from random party assignment
2015.9916666666666,0.5189820689378978,Colorado Springs,value resulting from random party assignment
2016.6027777777779,0.513388662637935,Dallas,value resulting from random party assignment
2017.3833333333334,0.5392818306599241,Fresno,value resulting from random party assignment
2016.2222222222222,0.5331214200923656,Kalamazoo,value resulting from random party assignment
2018.3944444444444,0.5166379242445066,Nashville,value resulting from random party assignment
2016.5333333333333,0.512653416170751,Orlando,value resulting from random party assignment
2018.2055555555555,0.5130870362124368,Parkland,value resulting from random party assignment
2018.9083333333333,0.517446485027098,Pittsburgh,value resulting from random party assignment
2015.8361111111112,0.5261604372737881,Roseburg,value resulting from random party assignment
2016.0055555555555,0.5198000542134739,San Bernardino,value resulting from random party assignment
2017.5388888888888,0.5313301541747769,San Francisco,value resulting from random party assignment
2018.4666666666667,0.5188913715925959,Santa Fe,value resulting from random party assignment
2017.9305555555557,0.5133140841430471,Sutherland Springs,value resulting from random party assignment
2017.9194444444445,0.5296863770302155,Thornton,value resulting from random party assignment
2018.9361111111111,0.5164278662165582,Thousand Oaks,value resulting from random party assignment
2017.8361111111112,0.5119433412446264,Vegas,value resulting from random party assignment
