	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
market	-0.33023995	-1.0887532	0.32960895	0.7601193	0.5924403	0.09230417	0.12187117	1.2333615	-1.3988211	1.196454	0.34506986	1.0122681	0.008754522	-0.2780426	-0.030804366	-0.0693559	0.8841598	-0.21135932	0.69600415	-1.1775727	-0.0019063503	-0.97229975	0.703714	0.6747539	0.28090465	-0.742785	0.2900669	-1.1894848	-0.9165771	0.037905592	-1.0023019	-0.30537432	-0.3828174	0.0069583505	0.13329202	-0.25712928	0.039841242	-0.060735554	1.4448373	-0.2511416	-0.0037792474	-0.6935735	0.35426334	-0.12324186	0.39197564	-0.19249773	0.14525302	0.6056416	0.0722003	-1.3809571
mother	0.3317155	-1.0723348	0.86204934	-0.78339577	0.75169593	-0.35637844	-1.0083163	-0.26905578	-0.2686158	0.64043677	-0.10159859	0.12263478	-0.22835366	0.92272794	0.33793324	-0.6826015	0.0632966	-0.53212065	0.7196343	-1.1235085	0.649241	-1.0248358	-0.82339346	0.21744291	0.10353649	-0.07115106	-1.4683393	-0.8124051	-1.2768037	0.99917763	0.5749516	-0.54188037	-0.4328631	-1.0458865	-1.070171	-0.30298692	0.02300845	-0.26420498	-0.30512154	-0.33616078	-1.3230138	1.4955826	-1.2313206	-0.2083723	0.9305171	1.0707588	0.33498862	-0.56231666	-0.52057004	1.4059459
bs	1.0875893	-0.28463122	0.001702927	-0.43145287	0.55817115	-0.4790095	-0.19058529	-0.20331904	-0.7493667	0.80054164	0.072231434	-0.59643567	-1.209017	-0.53181446	0.08669087	0.6637215	0.7974069	-0.45393443	0.081383675	-0.8049816	0.12122451	-1.2194194	0.6561734	-1.0503373	0.1414558	0.33896983	-0.8639138	-0.8201883	-0.61208165	-0.5403149	0.18479288	-0.15864003	-0.40004155	0.14387761	-0.36969712	0.5433719	-0.80340266	-0.55060637	0.74341977	-1.0304922	-0.32394457	0.17005539	-0.22995779	-0.12792408	0.1882888	0.20843318	0.8180827	0.10125054	-0.64896315	-0.30776376
publish	-0.29922265	-0.23026647	1.2305458	0.6168497	0.078490764	0.21025664	-0.4468031	0.8190516	0.004623793	1.0347315	-0.3989281	0.039479777	0.11450292	0.24276534	-0.46230862	-0.25780517	0.61823535	-1.3197207	-0.04152325	-0.17153618	0.44014925	0.03154245	0.20122197	-0.005143864	-0.106101796	-0.63149655	0.022174034	-0.43967122	1.3545899	1.274169	0.4399846	-1.2501618	0.9437023	-0.14018217	0.68031234	-0.04354534	0.34969586	1.232343	1.7245991	-0.92564327	-0.07627912	0.35572016	0.43675956	-1.2012265	1.2527313	0.43061334	0.28847635	-0.79434454	-2.1675496	0.117916405
turn	-0.16451739	-0.80481225	0.17345308	-0.6983611	0.20775375	0.6108988	-0.8313312	0.6200433	-0.05099166	0.51976585	0.23156162	-0.6983694	-0.68054473	0.5188847	0.1939643	-0.08257911	0.8166901	0.09972858	0.630558	-1.110904	0.6737612	0.05377592	0.22096728	-1.6961297	0.83284616	-0.9192101	-0.76117146	-0.23494248	-0.17462805	-0.006692634	-0.0067434814	-0.09061353	-0.7681143	0.018154256	0.2544319	-0.19869775	-0.56006753	-0.25695956	1.0308536	-0.6874429	-1.1823801	-0.012272045	-0.5032798	-0.19955225	0.84139955	0.7928868	0.8400781	0.00035426673	-0.17561828	0.79499185
open	-1.3667238	-1.0872228	0.20885977	-0.5508533	0.81600356	1.056681	-0.7742192	0.5574131	-0.2494201	-0.72279036	0.06565861	-0.7774733	-1.4701743	0.8447876	0.07650302	-0.29732734	0.86206335	-0.41869032	1.4280083	-0.41138858	0.4693154	-0.16741784	0.8650217	-0.84139144	-0.22448848	-0.5203839	0.22394598	-0.7531502	-0.04192268	-0.18091486	0.09141782	-0.7140767	0.49097952	-0.73607206	-0.14185044	-0.8121733	-0.7154849	0.10833724	1.3887751	-1.2728779	-0.50941443	-0.2089963	-0.75891125	-2.0148187	0.8287203	0.56927985	0.64506185	0.17120944	-0.9867924	0.50437474
dollar	0.6092992	-1.1459643	0.70794225	0.40639588	0.54543877	-0.46212417	-0.8701805	0.4696743	-1.6758122	0.6333858	-0.35095766	0.5295602	-0.558739	-0.013823688	-0.34023252	-0.9704766	-0.5596901	-0.4637067	0.6052034	-0.48640284	-0.7063857	-0.55790204	0.25435165	0.10306813	-0.11503501	0.5426913	-0.3546486	0.933528	-1.4664714	0.3557917	-0.85533017	-0.091812864	0.046943605	-0.49622488	1.217047	0.72554815	-0.16576362	0.25767642	-0.01819852	-0.9872905	-0.6723814	-1.1448774	-0.48610508	-0.13909063	1.017977	0.35202935	1.0823021	0.7275343	-0.8071276	-1.125969
shot	0.17278643	-0.4826014	0.6431481	-1.0273683	1.3120177	0.4800328	-0.75350237	0.90749705	-0.41285628	0.24115953	-0.9625467	-0.90157974	-1.1969166	1.3207526	0.43303302	-0.17452154	0.7706146	-0.69156325	0.9108572	-1.1170434	-0.10254511	-0.53575146	0.9104202	-0.9601528	0.32470834	-0.99134487	-0.6997571	-0.8445205	-0.8229492	-0.701262	-0.18332747	-0.55596477	-0.8473816	-0.55976796	-0.018123977	-2.2502193	-1.162245	-0.24145158	1.2938046	-1.3703427	-0.95748293	-0.9018135	-1.104253	-0.8643156	0.9260381	0.59203404	0.9141038	0.07385121	-0.7599832	0.91522264
again	0.28532937	-0.8560873	0.23031238	-0.90299	0.714288	0.49279347	-1.0056639	1.1056136	-0.23674496	0.68262565	-0.43417647	-0.83014405	-0.80263925	0.061865967	0.9274503	0.33949542	0.91949606	0.3096479	0.65272564	-0.978088	0.043094847	-0.8811219	0.8256992	-0.7191255	0.12896967	-0.7398045	-0.98720706	-0.72058356	-0.45613414	0.0562834	-0.14312041	-0.37286583	-0.3466145	0.15214828	0.20747018	-0.04184343	0.028031811	-0.76488435	0.34669068	-0.97469103	-0.78237665	-0.31088197	-0.31638956	-0.6980959	0.76033163	0.7660929	1.3206971	-0.6347056	-0.7555972	1.1399958
houston	0.65297025	-0.7116245	-0.049020883	-0.6007833	0.5171111	0.3994221	-0.8616725	0.8236631	0.831727	-0.18716691	-1.4775331	-0.9588157	-0.10475734	1.0536878	-0.82937264	-1.2771604	-0.27738056	-0.34683907	1.3608215	-0.65658045	-0.09012842	0.3047855	0.6739031	-0.03205371	0.6448269	-1.3389997	-0.53602666	-0.45820457	-0.44596598	-0.9028216	0.079775155	0.5681281	0.3032272	-0.48451757	-0.7548407	-0.3374716	1.5665996	-0.1856555	0.53634703	-1.5605468	-0.8863837	-1.1223012	-0.40877515	-0.57439685	0.333151	-0.38599133	0.956692	-2.0143125	-0.48614007	-0.62154937
coupl	0.05058714	-1.0931472	0.30615845	0.6390361	-0.60637236	-0.18877628	-0.26353365	0.3043517	-0.31479585	0.538403	-0.0073705614	-0.30470285	-0.34266555	0.9074611	-0.03613907	0.2067652	0.5531364	-0.2733765	0.12041706	-0.16043538	0.43493134	0.36136836	-0.33929652	-0.7338594	0.8823558	0.39525452	-0.9547428	-0.37003347	-1.0936799	0.62897205	-0.04229011	0.30876088	-0.03437504	-0.3219003	-0.6363609	-1.4794959	0.19620472	-0.44708505	1.0588279	-0.8730507	-0.7699137	-1.2220361	0.48921546	-0.64681375	2.0343447	0.00711176	0.1923224	0.5318403	-0.81838465	1.2203572
chicago	-1.0643821	0.26547432	1.1538954	0.942327	0.25562936	-0.064781226	-0.98391706	1.3407307	-0.29083624	0.5404817	0.20934893	-0.37065965	-0.5283824	-0.017246053	0.17104575	-0.063947774	-0.14027166	0.05908045	0.5960188	-1.6752157	-1.2357271	-1.5487071	-0.3940922	-1.394703	0.7374041	-0.32097226	-0.9785013	-1.3884759	-0.573402	-0.36181206	-0.15133037	-0.29828233	-0.17403182	-0.03483188	-0.8744813	-0.88742864	0.31047863	-0.25027168	0.49290025	-0.61983067	0.0020730048	-1.4349953	0.2331222	0.55591553	1.2639035	0.517483	-0.11584868	0.30277675	-0.04433059	0.44966164
explain	0.21381761	-1.1958798	0.9404658	-0.6548781	0.11058065	-0.24591324	-0.61198354	0.90880764	-0.04209907	-0.58876175	0.56534535	-0.032017063	-0.6539173	-0.12126306	0.3826968	0.58800125	0.57741225	0.13532946	0.74980354	-0.6757288	0.43928325	0.020611614	-0.6964338	-1.0488892	-0.6837433	-0.17020704	-0.9325032	-1.2107868	-0.46376097	-0.07376718	0.2734834	-0.18001166	-0.9124356	-0.28075594	-0.030308641	0.40801218	-0.54697394	-0.05025518	0.6291169	0.22248827	-0.3276343	-0.7646152	-0.2836316	0.2896326	0.78838754	1.3089504	0.298765	0.49964982	-0.29970044	0.5057571
hunt	-0.3519744	-1.2699282	0.37841767	-0.02054137	0.40071425	0.5323019	-0.48611143	1.2528944	-1.0137861	-0.19433856	0.5032953	-0.24399109	-0.24467647	0.9857906	0.47362456	0.17894262	0.18396619	-0.008943811	-0.15616149	-1.1407429	0.79696715	-0.38268507	1.3394216	-0.5589839	0.58878756	-1.4584901	-1.0533166	-0.478406	-0.50620294	-0.6182691	-0.5813686	-0.27592248	0.5534287	-0.3580187	0.90176225	-0.7435584	-0.4003607	-0.12077576	1.1794615	-0.22229311	0.8964108	0.6179032	-0.14400192	-0.8472663	0.47330403	0.98231196	-0.7710283	-0.26747066	-0.88925946	-0.021728426
georgia	-0.8577819	0.7786766	-1.1180444	-1.0025893	0.12907824	0.82519215	-1.5181851	0.9778959	0.19224998	-0.45486033	-0.74304307	0.3246955	-0.45648685	0.82800484	-0.46639097	-0.25662747	0.5187949	-1.357113	0.7513927	-0.54092175	-0.13639742	0.087404415	0.6375685	-0.9020678	0.15911952	-0.88965654	-0.73509824	-0.114873186	0.14499496	-1.8009875	-1.1083949	-0.1434188	0.025526151	-1.4641827	-0.0011203587	-1.0405881	0.6417265	1.0423495	0.78445303	-0.15089345	-0.42958456	-0.23961893	-0.8104086	-0.786067	1.3161824	-0.6302235	-0.3478742	-1.1262512	-0.44228634	0.998341
sexual	-0.19315349	-1.2163718	1.6570253	-0.42006972	-0.28442776	-0.10320009	0.46643156	-0.88033766	-0.22145256	0.87929434	-0.72260344	-0.9037577	0.629246	0.56173104	-0.26329646	-0.37527806	0.5251503	-1.167218	-0.08288719	-1.1497548	1.0159407	-0.7276313	0.14054447	-0.19770077	-0.39439398	-1.1648893	0.13081126	-0.55047727	-2.1167774	0.26196414	-0.27499643	0.12206825	-0.24514736	-0.87671196	0.15879162	0.30275428	-0.622642	0.21002354	0.6632805	-0.30020213	-0.43474302	1.5337855	-1.0285828	-0.7651166	-0.5512329	1.4891737	0.10309512	-0.938831	0.59575266	0.069620684
permit	-0.37278998	-0.28263873	0.3161295	0.11078212	0.20587559	-0.33666062	-1.1407511	0.32063302	-0.78366625	-0.93843865	0.46601343	0.42864674	0.3426245	0.6596723	0.1925273	-0.24791633	1.804573	0.97533023	0.567547	-0.62425625	0.19355825	0.023121893	0.30885446	0.28215432	-0.48739278	-0.06783714	-0.5845847	-1.7122154	0.81236756	-1.2691476	0.18477793	-1.1274956	0.0104218125	-0.87618566	-0.35235074	0.21396308	-0.042975843	-0.73623586	0.7074036	-0.80857587	-0.2342714	0.21527831	0.23413008	-0.80614245	0.50559056	1.1077454	0.7963876	-0.2796004	-0.53060985	-1.5935538
eye	-0.03496564	-1.911524	-0.19413862	-0.8784767	0.28362036	0.5496018	-1.7073721	-0.092005335	-0.10445924	0.26344535	0.16038547	-0.26225483	-0.7922667	0.2706002	0.34372994	0.24098822	0.34817392	0.16069771	0.32535684	-0.47958753	0.52397525	0.025951609	0.18263128	-2.1652763	0.26901364	-0.9922484	0.19558173	0.37839442	0.3503722	0.13667563	0.06460939	-0.045070313	-1.1322745	0.3132411	0.1937462	-0.34254885	-0.20298907	-0.3241135	1.1915758	-1.4429796	-0.26964003	0.04783368	-0.65345323	-0.85950875	0.16298136	0.97205365	-0.6071972	-0.47304517	0.38653016	0.6442111
gave	1.1147261	-0.19113308	0.874081	-0.1805892	1.1271033	0.70642924	-1.3800251	0.53536403	-0.77424914	0.0680295	0.103573814	-1.2446927	-0.017239332	0.66219044	0.07431969	-0.021360792	0.051621377	0.8015314	1.7908432	0.45376125	0.59944123	-0.3326791	-0.018952146	0.027564451	1.1305816	-0.65251696	-1.1510205	-0.45027158	-0.4963417	0.18969907	0.018627979	0.22911435	-0.02816169	-1.6085494	0.13010128	0.9345628	-0.6310836	-0.34058654	1.6250043	-0.5991186	-1.0494785	-0.5558207	-0.14043146	0.36950642	0.78925693	0.09979367	0.89690727	0.6435448	-0.04990454	1.0770707
blm	0.8078612	0.5875195	1.5008814	-0.8950693	-0.4635557	0.05827117	-0.9677523	0.3440948	-0.13875277	0.5912006	-1.041995	0.6529443	-1.5801958	0.19381022	0.17455518	-0.8559037	0.4332604	0.25052935	-0.047359265	-0.73255336	-0.45945072	-0.17949066	1.1795717	-0.64707065	0.5273986	-0.6930661	-0.6772713	-1.2825456	-0.6219288	-0.7839804	1.4908559	1.4980359	-1.4948325	1.264411	0.06915464	-0.28401247	-1.3765485	-0.7061048	1.5263851	-0.6308805	-0.17082609	-0.20962565	-0.188632	-0.26067844	0.31888878	0.39378753	0.71081716	0.44638488	0.0146043	0.29799366
purpos	0.25565496	-1.884012	0.49767116	-1.1843745	0.19720772	-0.1309385	-0.89198446	-0.03890216	0.06117422	0.6190928	0.22133324	-0.24009007	0.2488342	0.027691573	0.44333577	0.18204618	0.5329747	-0.69498724	0.7245145	-0.37163395	0.23918179	-0.5013235	0.61667526	0.12656975	0.6334041	-0.7171171	-0.786491	-0.8082621	0.4934128	-0.23338968	-0.059545483	-0.47402126	-0.071542576	0.09463281	0.57065654	-0.2278148	-0.46662784	-0.47055927	1.621862	-0.47570908	1.1426003	0.26567066	-0.6607651	-0.33812264	0.5030527	0.11799124	0.13674265	1.1853468	0.18359952	-0.93456537
forc	-0.2920479	-0.5375041	0.37294245	-0.36785972	0.10155667	0.6378911	-0.85595745	0.70329773	-0.34778476	1.051367	-0.11682975	-1.3511019	0.16724578	1.7746484	-0.014658779	-0.090816274	0.42069423	0.099582344	0.08660954	-1.3353925	0.026046276	-0.2589516	1.0481431	-0.49932843	-0.2690587	-0.16778424	0.5278099	-1.0005883	-0.45699847	0.14719097	0.5364313	0.13204926	-0.36036208	-0.778088	0.146966	0.015413009	-0.3221806	-1.0777572	0.45351648	-0.3434984	-0.4981507	-0.06661704	-0.22622137	-0.7449028	0.30920172	1.743478	1.105625	0.27442455	-0.6407872	-0.5016203
christian	-0.02116666	-0.5334419	0.5992424	-0.30461377	-1.3351065	-0.04442878	-0.8298439	1.1028979	1.2505326	0.3605025	-0.0032987148	-1.0590724	-0.81365395	0.59579825	0.5157877	-0.6954323	1.0575688	-0.3879425	0.99466574	-0.054431774	-0.48141205	0.12419756	-0.20171334	-0.964071	-0.13663308	-0.6762092	-0.55261594	-1.1618938	-1.6356645	0.24321072	-0.6742922	-0.35895687	-0.78635484	0.88723886	-0.28743872	-0.3574471	-2.121316	-0.6680902	0.38553053	-0.89677143	-0.46884298	0.36363727	0.062475417	-1.3163053	1.2099378	1.2920891	0.9043648	-0.016129334	-0.8560612	0.19839472
receiv	1.0662172	-0.52203166	0.650049	-0.1907165	0.13663357	-0.26822087	-1.3399482	0.7638571	0.08668427	0.54684585	-0.70033807	0.10036478	-0.5963489	1.104356	-0.7609151	0.625494	0.7158886	-0.85130465	0.8286046	-0.89968956	-0.7967346	-0.45333558	-0.15387312	0.59712034	-0.21754023	-0.3269142	-0.42239863	0.33619702	-1.2208602	0.1523037	0.81165576	-0.062385812	-0.33390927	-1.6802117	-0.45459294	0.075951084	0.58011705	0.056233853	-0.19043192	-1.0300655	-1.4839222	-0.41339034	-0.6658506	-0.33766246	0.62667084	1.0182326	0.07245246	0.39334434	-0.91931987	-0.2750895
weekend	-0.60332143	-0.51733106	0.40374327	1.4110093	0.05469379	-0.06746163	-0.7143444	0.7144748	-0.27861053	-0.039989218	-0.5033988	-0.7512866	-0.7500541	0.37494248	-0.4511404	-0.35667992	0.5814815	0.7599095	0.41215062	-1.5415783	-0.40404645	-1.0749537	-0.26217434	-0.3842315	0.80837226	-0.48465526	-1.0465763	-0.12631714	-1.0668979	-0.58465666	0.38990963	-0.1713614	-0.32846874	0.20989817	0.03002796	-0.22931731	0.71250176	0.6485703	0.6578177	-0.64891315	-0.17769897	-1.3785105	-0.7153233	-0.5038915	0.83881074	0.20112225	0.66887474	-0.45387506	-0.13784093	1.2031074
home	0.08336926	-1.1368946	0.18426429	-0.067297675	0.6818973	0.04205138	-0.63712406	0.83839667	-0.8359991	0.53424853	-0.6951765	-1.1925566	-0.072958484	1.3293219	0.31633863	0.4508719	0.5230025	1.0658424	1.0255973	-0.82596487	1.0333138	-0.018119864	0.8949326	-0.9640436	-0.12552163	-1.0837728	-0.92311215	-0.42282778	-1.4358945	0.35269004	-0.26314333	-0.08394319	-0.3257538	-0.1430598	0.29570812	-1.5737058	0.68336606	-0.64328355	0.14569457	-0.60835665	-1.1252322	-0.18628603	-0.2435526	-0.6594117	1.2399411	0.47342193	0.80124134	0.17589585	-0.38916683	0.6705924
can	0.14175329	-1.5650266	0.81834245	-0.8351293	0.9489404	-0.10370906	-0.8046015	0.9059017	-0.52134	0.7146181	-0.28750068	-0.7937511	-0.90982324	0.40796402	1.0524926	0.12889802	1.1386552	-0.05353845	0.7704172	-1.2804332	0.2329857	-0.5029118	0.68673086	-0.9814887	-0.3284789	-1.0180699	-1.019706	-0.9006133	-0.8125664	0.058602363	-0.4497667	-0.90502775	-1.4587216	-0.16411704	0.15587285	-0.18488407	-0.22221717	-0.6711435	1.0152707	-0.9748272	-0.91101706	-0.672331	-0.30314866	-1.0883818	0.6958902	1.0171936	0.7926104	0.2859788	-0.84924746	0.6723479
arriv	-0.4718023	-0.22943729	-0.011918351	0.5064906	1.2370977	-0.36216182	-0.31936705	-0.34920657	0.9252322	-0.5694643	-0.11325113	-0.7863724	-0.40676162	0.9858043	-0.2763532	-0.31319088	1.4236119	-0.13567948	0.2586489	-1.1081604	0.5465628	-0.39748582	-0.5975093	-0.816784	-0.45373857	-1.3708327	0.24028993	-0.80207837	0.47286546	-0.24689138	1.4010901	0.8514334	0.50967926	-0.51746905	1.1497558	-0.80219305	-0.015640572	-0.46520454	0.50575554	-0.39590865	-1.8095493	-1.2186277	-0.9484366	-0.051029637	0.8996446	0.04300113	0.41249698	-0.12521091	-0.13000058	0.12851697
prosecut	0.437379	-0.52950335	1.8177171	0.6697817	-0.4759007	-0.27344579	-0.4558829	-0.091468796	-0.49603888	1.5114458	-0.59304124	-0.9261049	0.78215086	1.0026743	0.26299304	-0.6721078	1.3350673	0.9061823	1.4035916	-1.1052561	-0.8879783	1.1075548	0.14620642	0.0792329	0.73732793	-1.6226726	-0.6499698	-0.12200888	0.06411199	0.28440747	-0.54402417	1.0185342	0.041181624	-1.311257	-0.11883484	0.3354491	-0.8069176	-0.61594796	0.13440648	0.13996933	0.7245288	0.33588198	-1.0351646	0.21802798	1.0688993	0.690228	0.29576254	-0.11483274	1.0124764	-0.17942202
divid	-0.8100378	-0.6053643	0.23576483	0.30841607	0.27833235	0.59388566	-0.711797	0.10594467	0.051402405	1.1780074	-0.7799977	0.034474507	-0.4965891	-0.79904616	0.73627156	-0.06555126	0.94544345	0.2148093	0.5490081	-0.31974354	-0.70358825	-0.4366543	0.60338	-1.8128448	1.4375322	-1.0073726	-0.94451725	-1.2689471	0.57312864	0.080381036	1.4905273	0.32416335	-1.5128555	0.34004137	0.95747995	0.64946735	0.15516038	0.28045368	0.23338309	-0.28515145	0.62863934	0.4177131	-0.73513865	-1.0029242	-0.28362924	-0.13148862	-0.22267228	-0.55385864	-0.33616596	-0.032518774
thousand	-1.3307135	-1.08668	0.8789784	-1.2610879	1.340035	-0.2188815	-0.80112934	0.77324456	-1.3411108	0.81050164	-1.4777567	-0.81261146	-0.79232216	0.17451325	-0.6409765	-2.049624	0.63119435	-1.0254881	1.1073718	0.00035075843	1.7397134	-1.3769428	0.48013067	-1.1599512	-0.64657664	0.14576894	-0.6297205	-1.1095288	-2.1510856	2.4971175	0.035086453	-0.2349147	0.362567	-0.94001764	-0.037110582	-0.90167725	0.7137675	0.012634888	0.057326972	-0.3591358	-0.8896792	-0.715152	-0.031293377	0.06182053	0.09941235	1.0059288	0.6388739	-0.7541615	-1.8631155	1.4917068
wall	-0.86937296	-0.3647077	0.54100245	0.46121985	1.1326473	-0.23676515	-0.05477003	1.1208594	-1.1143403	1.4454762	-0.1331859	-0.06232374	-0.889381	0.5388777	0.6037053	0.9991572	-0.072086446	-0.18798165	1.9577398	-1.0018961	-0.13844168	0.7583022	-0.094974436	-1.4620814	-0.0493306	-1.1131971	0.343899	-0.12586166	-0.26619476	0.105431564	0.042851415	-0.3336294	0.14539796	0.3827905	0.55649686	-0.4072256	-0.82827777	-0.4359474	-0.7022891	-0.6017521	-0.2859617	-0.6208532	-0.013607509	-0.69007146	0.18807206	1.2835298	0.07439702	-0.6224698	-0.46017772	-0.26404953
grave	-0.29424673	-0.61000514	0.17201304	-0.30251056	1.0699898	0.17251764	-0.098735705	-0.15003738	0.6183701	0.706407	-1.0132874	0.09374791	-0.12179452	-0.27495676	0.34773982	0.38863105	1.5579326	-0.74865156	0.4430393	0.10805338	-0.47254115	0.15998584	0.26599395	-0.44462195	1.0798542	-1.7349113	-0.23806217	-0.1116132	1.00949	-0.30323067	-0.12101555	-0.6996189	1.4394745	-0.6745224	0.24620625	-0.9784531	-0.2608127	1.1701541	0.8700234	-1.2529365	0.042769626	0.866783	-1.2628181	-0.28182912	-0.64618456	-0.4704908	0.5365117	1.4732275	-0.6841134	0.31723595
text	0.9563472	-0.746945	0.7414829	-0.4303833	-0.31458995	0.27825087	-0.68121827	-0.035513476	-0.6249127	-0.87505525	0.23303524	0.35899276	-0.9125005	0.999762	0.17366517	0.61386234	0.6152916	-0.47146326	1.4636889	-1.6505499	1.22196	-0.46365348	-1.1533364	0.0030801836	-0.20126005	0.2140527	-1.1344519	0.33258078	-0.33815658	0.547158	1.1662292	0.08826065	-0.8614826	-0.022473738	-0.3058524	-0.5112944	0.713217	-0.10541895	-0.8229235	-0.63248205	-1.6412933	1.2869632	-1.4449317	-0.996462	0.6627131	0.5518118	0.020444281	-0.06674029	-0.96545327	0.55754155
compani	-0.36996716	0.14797154	0.102215976	-0.117408186	0.18854585	0.07836989	-0.62128127	0.44007888	-0.9239578	0.017195612	0.8523449	0.16224709	-0.33495528	-0.27147526	-0.23867768	0.7801648	-0.053773247	-0.5285026	0.38282025	-1.3325964	-0.017341226	-0.59433967	0.6706737	0.06965109	0.8767539	-1.0910925	-0.5921792	-0.4578656	-1.4250796	-0.01636218	-0.35205412	0.080360636	0.50926256	-0.85402167	1.6438706	0.2621345	0.62497675	0.792066	0.89812416	-0.9316835	-0.957644	0.05556619	0.008259878	-0.9128603	0.28790832	0.097620375	0.5558518	1.004546	-1.8276259	-1.0418049
reload	0.8063029	-1.2220728	-0.45796642	-0.5798062	1.2224674	0.62510896	-0.33774218	-0.2647278	-0.6815381	0.09105709	0.23658592	-0.6512842	-0.5643551	-0.46031454	-0.44752863	0.4073643	2.2784352	-0.40602824	1.7275438	-0.9295579	0.9472556	-0.92803776	0.6525283	0.47465345	-0.5858519	0.5375603	0.45559326	0.32977408	0.23222592	-0.4885911	0.098312974	-0.7204306	0.025459677	-0.9794295	0.8728461	-0.8942555	-0.95319706	0.013774335	-0.33605278	-0.3390107	0.63153005	-0.4220794	0.60125387	-0.23570569	1.0418645	0.7617499	-0.3947603	0.1308937	0.71938926	-0.14741161
prove	0.5580952	-0.39480722	-0.024611227	-1.0847456	0.13559493	-0.1400118	-0.7318144	0.3634737	-0.13894598	0.15676107	0.43821764	-0.9716518	-0.23851025	-1.0184876	0.6027886	-0.2893148	0.50828904	0.14385007	0.35248455	-0.79741	-0.48255453	0.17156732	0.64360636	0.03322876	-0.17621699	-0.14569183	-1.3606628	-1.229523	-0.24904084	-0.33609986	0.2668169	-0.12625882	-1.0725299	-0.26063278	0.33557123	-0.117701426	-0.7047472	-0.10640016	0.2130461	-1.0259849	-0.035966143	-0.7533363	0.5936406	-0.5920062	0.9981812	0.9344165	0.3575075	-0.047583718	-0.6014997	0.385821
previous	0.35958326	-0.46998125	0.74729264	-0.034129247	-0.19580632	0.8378275	-2.1016357	0.5689022	0.52635324	0.6085714	0.48866135	0.14194052	0.20603685	0.8336618	-0.51936436	0.90444547	0.20669574	0.45359462	0.5992887	-0.6049848	0.37823507	-0.7089383	0.4524211	0.3874519	0.34028593	-0.11848751	-1.0043995	-0.64304376	0.06277075	0.54095554	0.26183933	0.2639893	0.6828093	-1.8634086	0.23324424	0.09247665	-0.27170315	-0.042390347	0.8571906	-0.3315175	-0.15853712	-0.26653677	0.09756837	-0.15713334	0.061640173	0.8806286	0.5570177	-0.51754117	-0.387081	0.83490014
these	0.30593625	-1.0989137	0.9270735	-1.3356625	0.28113347	0.009316759	-0.9457936	0.9694787	-0.5274636	1.2434845	-0.47328365	-0.9130243	-0.64384663	0.19669485	0.8013653	0.064054064	0.73821145	-0.13059999	0.327555	-0.9254246	0.12538087	-0.5509498	0.9774499	-1.3566372	-0.117978275	-0.83727884	-0.612451	-0.85966873	-1.1560317	0.41655418	-0.42156404	-0.6484817	-0.7269378	-0.23202932	-0.087983154	-0.35163265	0.25219384	-1.0452824	1.0315392	-1.0104644	-0.7029635	-0.7473352	-0.66007924	-0.7016688	0.44424766	0.7808037	0.79262197	0.35278618	-0.73596764	1.0740743
four	0.02676363	-1.1182067	1.1027223	-0.013262346	0.88567746	1.1724746	-0.094259255	0.26357952	-0.98591125	-0.45214444	-1.092078	-0.42282832	-0.78780806	1.3599213	-0.106007844	0.13667777	0.8727343	0.76824737	0.5012382	-0.68634415	-1.076739	-0.15138522	0.88229585	-0.64144325	0.9701154	-0.6309204	-0.81964207	-0.37224385	-0.71467745	0.29852983	0.1329427	-0.7283534	1.1887264	-2.0024283	0.81468284	-1.0014842	-1.0673486	0.5393341	0.90623224	-0.83614385	0.13918316	-0.44584435	-1.0187708	-1.0277178	0.7839156	0.672922	0.31225166	-0.5277672	-1.042584	1.0242851
level	-0.21312764	-0.61753476	0.33294705	-0.48735854	-0.05532962	0.42539424	-0.6790277	1.0287075	0.4817247	1.035969	0.045083158	-1.3668857	-0.24921083	-0.29271358	-0.3394674	0.56809103	0.108783394	-0.016698048	0.670261	-0.9606495	0.089117914	0.045586124	1.0410748	-0.32454818	0.10018375	-0.62344146	0.17964403	-0.9405813	-0.43073177	-0.80751455	-0.25181082	-0.24759442	-1.5287783	-0.8006526	0.020434007	0.26809964	0.86693716	0.2632915	0.09001114	-1.6536515	-0.4762301	-0.881359	-0.19173312	-0.35775217	-0.23098427	0.41816282	0.29843333	0.19332045	-0.13030225	-0.8291536
thread	-0.04567097	-0.5322813	0.51690114	-0.24692653	-0.7157557	0.23849544	-1.1335258	0.09325892	-0.35200393	0.30453527	0.616482	-0.35959065	0.24106415	-0.8889704	0.10375357	0.5614248	2.1382463	-0.51028895	1.4919856	0.6306391	0.5777846	-0.07571536	-0.08790015	0.16326523	-0.22275154	0.06626588	-0.9276718	-1.916281	-1.0947037	-0.05222997	-0.30765375	-0.46913862	-0.054078326	0.36927652	-0.13763388	0.79910797	0.47865665	0.7966684	0.9039818	-0.64031845	0.74133396	-0.80935395	-0.58364975	0.27681834	-0.3846262	0.5878267	-0.35484672	-0.4593102	-0.8568268	0.48242044
