	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
morn	-1.456511	-0.62955195	0.5440929	-0.9472073	0.5183188	-0.10929443	-0.2743913	-0.036785804	0.6134039	0.7911172	0.42164922	0.3394974	1.0531917	-0.25383574	0.49393862	0.28418761	-0.5788227	0.7766313	-0.55567014	-1.5509894	0.8334399	-0.07043529	-0.5935962	0.9556064	-0.022112913	-0.88219357	-1.157865	-1.1096945	1.207363	-0.11764462	-0.5314912	-0.38625866	0.35929316	0.015782079	-0.9311142	0.7764178	0.63067234	1.4423115	-1.0633053	-0.8066278	1.0251954	-0.16216712	0.577686	-0.68595004	-0.5905246	-0.77406985	0.22737807	-0.19274098	0.2582531	-0.396624
other	-0.6132458	-0.5128958	0.8318151	-0.8914434	0.9358057	-0.23043987	0.1970647	-0.9280144	0.9233843	0.98382664	-0.030857377	0.6812226	0.8089892	1.1131681	0.49398595	0.8289339	-1.2356079	0.7382431	-0.65716296	-1.0619907	-0.39151186	-0.53127444	-1.1553724	0.65451103	-0.7348938	-0.6873723	-0.72842973	-1.5946555	0.52049506	0.28171784	0.004564098	-0.8453668	-0.21493724	0.974839	0.14400561	1.1082948	0.5900402	0.65951353	-0.9640566	-0.22382861	0.97322553	-0.11984131	0.50041497	-0.43407148	-0.56792915	-0.9394187	-0.60564923	-0.5857076	0.36490488	-0.3242103
respond	-1.9488157	-0.3628376	0.5004083	-0.3577594	0.88177526	0.015866226	-1.6649194	-0.82278955	0.9449699	0.14111379	-0.05893775	0.9184282	0.8550606	1.9497429	0.3481369	0.042735547	-0.7574299	0.74737835	0.2135716	-0.5470086	-1.5763524	0.2946851	-1.3017682	0.37121272	0.027403686	-0.63860106	-0.8750701	-0.6560776	1.7967036	-0.12338132	0.14834829	0.15277107	0.01490435	0.53941363	-1.3865666	0.16182306	1.3604808	0.44987392	-1.0673411	-0.89286673	-0.5952299	0.18167564	0.68115157	-1.5627723	-0.94491065	-0.1671648	-1.936445	-0.7071035	0.11533792	-0.28105012
peac	-1.7978413	-0.34345436	0.23061945	-1.7638814	0.011418171	-0.4667971	1.1959	-0.70867634	-0.19107983	1.7128986	0.67381847	0.15858589	0.382959	0.7460214	0.6849209	1.0250008	-0.56188375	-0.096684575	-0.9094454	-0.87592983	-0.3213475	-0.120471336	-0.028874949	1.9549799	-1.2485262	0.38531345	-1.458096	-0.8052361	-0.19093607	0.66311675	0.122634456	0.13732956	0.3438268	0.9016228	-0.14700839	0.44061172	0.29490554	-0.18103011	-0.29654947	0.15438753	0.036072314	0.031437635	1.1581235	-0.8033899	-0.6200907	-0.76051235	-0.013617821	-0.52900434	0.1433557	-1.2929776
much	-0.6351151	-0.97214735	1.2800364	-0.58736694	1.1927977	0.27512985	-0.14768043	-0.71312416	0.32469064	0.54229385	0.36152446	-0.036338057	0.9930911	0.7997384	0.92134297	0.97131234	-0.78182435	0.90475726	-0.6899946	-1.0463156	0.29076353	-0.0116805835	-0.9124931	0.8410475	-0.5085191	-0.11046116	-0.434137	-1.1015036	0.7632505	0.60557675	-0.31190458	-1.1148405	0.21015045	0.6547343	0.18839547	0.9129159	0.75867504	0.33172256	-0.8423152	-0.1946435	-0.03384514	-0.64458156	0.28503394	-0.82442605	0.20103455	-0.90701294	-1.5035431	-0.26391262	0.19997597	0.11175534
go	-1.1904205	-0.93664473	1.0470703	-0.9026052	0.73271906	0.51097673	0.4776198	-0.8865297	0.9191264	0.6644125	0.6414639	0.56907	1.2868991	1.1619177	1.0420058	0.93898773	-0.6029414	0.8329822	-0.798313	-0.92278916	0.2340832	0.036323268	-0.5244858	0.9292881	-0.90740824	-0.45290983	-0.9097584	-1.2703831	1.0399816	0.2229265	0.06270829	-1.1320796	0.65538555	1.2043309	0.053552706	0.8813658	0.89711195	0.46814197	-0.73413336	-0.7347543	0.33830792	-0.35159668	0.75672555	-1.1186671	0.10091913	-1.2236955	-0.6264399	-0.8421235	0.17027965	-0.7523238
big	-0.4618838	-0.38546312	0.88314724	-0.74782205	0.9034864	-0.11741696	-0.34086615	-1.4106486	0.19154844	0.96575475	0.36631885	-0.2630046	0.98063767	1.5242106	1.6764464	0.24937913	-0.4138525	-0.13922389	0.13507314	-0.19980386	-0.37102437	0.65416145	-1.1222506	0.53374577	-1.1552504	0.106137894	-0.25475004	-0.4116831	0.7708663	0.3162913	0.062727645	-1.4234474	0.3087296	-0.17786929	0.45407978	-0.13589051	0.7971027	0.56448656	-0.98708165	-1.1260035	0.09562776	-0.38842946	0.030814596	-0.014869703	0.32384247	-0.83790183	-0.48039326	-0.76090693	0.027279584	-0.061103173
america	-0.26086938	-0.49326527	1.102922	-1.5770884	0.78446174	-0.5386231	0.46082848	-1.3190435	0.82511425	0.7353747	-0.06627172	0.8276197	0.9880649	0.8496012	0.6237453	1.1404667	-0.8670244	0.4635515	-1.2448175	-0.73794985	0.6762212	-0.2642007	-0.8456613	0.06998447	-0.70555735	-0.22053197	-0.67499936	-0.39525172	1.0005801	0.41021815	-0.23553646	-0.35216153	0.52204776	0.71491396	0.30359387	0.93971205	1.4611094	0.38646677	-0.8425759	-0.4780621	0.11434552	-0.3355887	0.939266	-1.8015187	-0.08140901	-0.8127347	-0.2563069	-1.1323221	-0.2267782	-0.72107244
occur	-0.57315004	-0.5599562	1.9541082	-0.0821086	-0.8675145	0.35421318	0.012702122	-0.5664265	1.615572	0.5515217	-0.10673867	0.28179747	-0.3219502	0.711043	0.27466714	0.8328483	0.1870797	0.91428304	0.049122125	-1.6497504	-0.06595023	-0.4287699	0.42485064	-0.3129481	-0.033550177	-0.3199767	-1.728941	-1.141468	0.5745996	-1.0962265	-0.48865676	-1.0407343	0.038291186	0.23774193	-0.7082845	0.28969395	1.4107302	0.0102758035	-0.8990506	-0.9017594	0.42146558	-0.2740388	1.0026859	-0.18669853	0.47644484	-0.6559063	-0.2684969	-1.2179168	-0.07134769	-0.46153823
usa	-0.17188612	-0.123874396	0.861877	-0.97198623	-0.22032651	-0.50641924	0.5477784	-1.0664667	0.123091534	1.1991131	-0.71792114	0.09737085	1.0374238	0.80993164	0.29354927	0.66798484	-0.9928993	0.69027776	-0.31608912	-0.7633553	0.6390836	0.0150781665	-0.87923	0.27858272	-0.43013358	-0.39272147	-0.12472619	-0.6879761	0.96196675	0.0790464	0.0009449106	-0.017930843	0.32120353	0.26825455	0.17865017	0.866024	1.5823691	-0.3237725	-0.5168719	-0.28291962	0.09696768	-0.31774172	0.64492047	-0.9600925	-0.48939168	-0.80397666	-0.6249594	-1.0503372	0.57232237	-0.875154
instead	-0.19388005	-0.5791329	0.20224652	-0.7525798	0.9422636	0.8150042	-0.17875643	-0.8591263	0.27069193	0.81593955	0.0012897849	0.60901546	1.0271821	1.541662	1.5641773	0.9382272	-0.07952075	1.6474881	-1.2366205	-0.7329993	-0.3220275	0.26783532	-0.39674997	0.5853143	-0.01374881	0.014591268	-0.4428725	-1.0373662	1.6917403	0.5274421	0.1305963	-0.085815325	-0.19882154	-0.38521355	0.5406746	0.20909807	0.74380255	0.56462336	-0.1245579	0.21065208	0.67670953	0.20808557	0.35804206	-1.3925923	-0.02415995	0.12367535	-0.7337251	-0.9972674	-0.7265253	-1.1730192
sick	-0.098184265	-0.6509686	1.3265548	-0.95860267	1.1205161	-0.7330266	0.6030666	-0.53812754	0.7079053	0.5076747	0.48334146	0.34127548	0.87966835	1.3586311	0.7256831	0.60789216	-0.18473074	0.1798077	-0.916074	-0.697007	-0.025370505	0.30525893	-0.19367807	0.16155866	-1.1110804	0.1832718	-0.64670813	-0.85190415	0.7711179	0.5937998	-0.08896381	-1.079113	0.8564948	0.16754532	-0.64441395	0.4234004	0.88638055	-0.20179275	-0.4824963	-0.41932154	0.27049434	0.24334995	0.73804504	-0.656921	0.1885075	-0.43783286	-1.3175497	0.07458098	-0.579036	-0.7682066
possibl	-0.7580557	-0.88634217	1.0544034	-0.7096174	1.2330079	-0.21187016	0.13297555	-0.64998496	0.58073735	0.9281548	0.6835703	0.20970228	0.7948072	-0.5118171	1.3286521	0.14274713	-0.88470006	-0.18988778	0.12553805	-0.1559245	-0.12302844	-0.8272114	-0.6237656	0.0034736842	0.049813166	-0.69884664	-0.7528678	-1.1964726	0.7980912	-0.33150187	0.9968207	-0.28439954	0.3434881	1.670956	-0.016724199	0.23337361	1.0859134	-0.29781753	-0.82845956	0.6553564	1.1674272	-0.38022274	0.10756308	-0.6299013	-0.75085497	-0.8051584	-1.1817516	-0.672534	-0.08246407	-0.40187818
differ	-0.33786666	0.49155772	0.9902296	-0.9714664	0.804437	0.26028782	-0.14692539	-1.3129985	0.28700918	1.7021058	-0.16994545	0.2503441	0.84235436	1.0931202	0.52564853	0.5103022	-1.7443794	0.15961045	-0.049755067	-0.7696346	-0.78366506	0.09152147	-0.42642105	0.30033058	-1.0760856	0.17379723	-1.3183067	-0.25901175	0.6889596	-0.054186925	0.19685753	-0.674006	-0.23763716	0.62460214	0.6765064	0.3828525	1.0569155	0.0292973	-1.0951582	-0.20900953	0.41217244	-0.6927491	-0.06792593	-0.15731624	0.25211412	-0.5511143	-1.5930445	-0.7406441	-0.17709735	0.07098003
fact	-0.23835471	-0.7222399	0.92890155	-0.16083968	1.016012	0.5066278	-0.07790357	-0.38682425	0.9349728	1.2184521	0.29152435	1.2042736	0.8783201	1.0672143	0.6494217	0.66849685	-0.59007025	0.7507167	-0.39259103	-0.6404908	0.014283765	-0.7854913	-0.6107377	0.3080822	-0.6414016	0.47607633	-0.97306085	-0.6312579	0.5237889	0.28954315	-0.15941884	-1.1195176	-0.047357753	0.84944916	0.34296042	0.3283298	1.0231109	-0.29088697	-0.9213362	-0.27901074	0.9733485	-0.41404864	-0.79594374	-0.8576004	0.34366664	-0.48214096	-0.68152344	-0.3628485	-0.052084148	-0.6240323
after	-0.48045757	-1.2166808	1.3289691	-0.9028314	0.7636191	0.25518948	0.7043802	-1.0275127	0.9397038	1.361311	-0.46322268	1.0121076	1.5052671	0.37284628	0.6655173	1.0941198	-0.93471885	0.9162304	-0.4193024	-0.5216329	-0.23950452	0.441889	-0.82526267	1.046252	-0.2702701	-0.3164329	-0.1947766	-0.7412711	1.3952708	0.14573722	-0.823818	-0.53731346	-0.29067132	1.1211402	-0.7791572	1.0308459	0.7095067	1.1083238	-1.0845757	-0.399731	1.481785	0.15131432	0.41888654	-0.89951044	0.063133866	-1.0909973	-0.7970884	-0.9352157	-0.30665237	-0.6238279
use	-0.4078347	-1.5809381	0.7292347	-0.3937515	1.6699046	0.02324083	-0.060176484	-0.21451372	-0.093830645	1.6221397	-0.40459365	1.1162915	0.85917586	1.2342488	0.786077	1.0334225	-0.7162063	0.7931806	-0.67021656	-0.651044	0.18079445	0.25963247	-1.482053	0.497647	-0.09624678	-0.70944774	-0.5455791	-0.5454286	0.4825624	0.019055031	-0.16765402	-1.6511679	-0.40144083	0.38125402	0.95864534	1.2141314	0.07053564	-0.116537526	-1.1729621	-0.57609034	1.7537742	0.1414985	-0.35506096	-1.067482	0.039589863	-1.2570019	-1.2854528	-1.3202078	1.0362428	-0.5166029
press	-0.78151166	-0.2387202	0.7576959	-1.3815956	1.5535934	1.1405823	0.4996974	0.18537499	1.1915659	1.261363	-0.16257504	1.3325348	1.0740921	0.7427277	1.0314283	-0.052145965	-0.7124838	0.3476683	0.40772256	-1.2712368	-0.23979454	0.2343108	-0.9435177	-0.20861772	-1.0495156	-0.38832885	-1.3656263	-0.5605249	1.452354	0.13387492	-0.31551677	-0.007387981	-0.9259343	1.2392824	-1.4204237	1.2875307	0.34971842	-1.0711436	-0.779017	-0.9286778	-1.0933508	0.41680235	-0.64406383	-0.8557701	-0.08389358	-1.2050745	-1.0512707	-0.91762626	-0.49204642	0.65120363
massacr	-0.55247736	-0.9957973	1.3813939	-0.5537307	0.5112721	0.07712303	0.86939216	-0.8204566	0.93062985	0.9932109	-0.9516158	0.40246534	0.8082237	1.4770763	1.0300422	0.29169595	-0.8180599	1.5670259	0.18494081	-0.19024745	0.33757538	0.43865675	-0.72898436	1.0796523	0.278849	0.41427118	-1.1708634	-0.25794792	0.8395264	0.57571256	-1.1380084	-0.4398224	0.05324033	0.5075866	-0.124205865	0.83902514	0.9264184	0.36068183	-0.5330209	-0.5295338	1.3368665	-0.1309497	0.5957951	-1.1983796	0.1902327	-0.58463985	-1.0376027	-0.9967408	-0.13530657	-0.6454258
hit	-0.879519	-0.69843805	0.33098054	0.08980516	0.454221	0.02855098	0.0771677	-0.86773586	0.9024078	1.0485244	0.90635425	-0.14111573	0.56198835	0.26073974	1.0834758	-0.09682833	-0.36465186	0.65800095	0.063079566	-0.56538254	0.2999946	0.4532172	-0.8582758	0.99256253	-1.203243	-0.013999738	-0.6071672	-0.6402986	1.0958018	-0.849839	0.092580125	-0.2661009	0.7152142	0.015466892	-0.056436285	0.96541333	-0.11234078	0.58900684	-0.7234239	-0.16630623	0.5013905	-0.91769946	1.041285	-0.7870668	0.21202902	-1.4508872	-1.2531796	-0.1763118	0.39366615	0.112070374
listen	-0.092611566	-0.64459157	-0.26951525	-0.96256447	1.2814145	0.6286384	-0.13625836	-0.9460871	0.8345472	0.46656048	0.6032642	0.1266195	0.8867301	1.3037524	0.8739049	0.024315998	-0.9204853	0.18116367	-0.10845551	-0.54301566	-0.17055435	0.16912273	-1.1378422	-0.14083703	0.37439156	0.37583393	-0.4092793	-0.25752676	0.6102434	-0.18552634	-0.8091701	-0.93681824	-0.067404896	0.94449043	-0.18385291	0.5590794	0.5725955	0.6868366	-0.8533547	0.019975036	0.13756284	0.056023955	0.1477239	-0.67366564	0.27429354	-0.8240086	-0.2622823	-0.4975296	-0.6601885	-1.2739832
member	-0.7822643	0.28108615	0.31625956	-1.4558855	1.1934607	0.39305693	0.64306796	-0.69486475	1.0354662	0.8100773	-0.3402233	0.8662565	0.9792039	-0.021796035	-0.008249249	0.7156402	-0.19675843	0.9027684	0.107328765	0.5082753	-0.10178487	-0.9026015	-0.64323163	0.7936452	0.046992775	0.0028506033	-1.1549764	-1.7186764	0.73573816	0.35725713	-0.7650981	-0.88055795	0.59171087	1.0302234	0.27754426	1.2744273	0.48129568	0.07798868	-0.017522238	-2.0051265	0.23827077	-0.04981143	0.20772985	-0.5497171	-0.712463	-1.2531195	-0.8235055	-0.8101256	0.22559592	-1.0020983
kind	-0.07677979	-0.469788	1.1353896	-1.0380272	1.0781212	-0.24605973	-0.21380815	-0.63560104	0.54323506	0.79747796	0.45038003	-0.045444407	0.8709951	0.57263947	0.74731934	0.62145287	-0.6676695	0.021507196	-0.6855473	-0.7244318	0.42629224	0.53483	-0.78913367	0.7886821	-0.9417647	-0.9330885	-0.75398034	-0.70846844	0.5713359	0.7557118	-0.002708706	-1.371007	0.0352799	1.0087306	0.22765423	0.53973055	0.14904222	0.3674255	-0.14191158	-0.11474106	0.06876403	0.25618583	0.7378273	-1.2761744	0.38651013	-0.3476952	-1.7134684	-0.15069854	0.55381286	-0.36671445
outsid	-0.9571993	-0.67820644	0.742032	-1.5348895	0.56269383	-0.30343786	-0.18965544	-1.1800532	1.0855343	0.8865411	0.21408695	-0.4080963	0.36850047	-0.3009694	0.6669298	0.8277513	0.61748266	1.480221	-0.2794535	0.07200186	-0.32126468	-0.5550126	-0.3103642	0.7462015	-0.192577	-1.687451	-1.1054184	-0.75139487	1.120297	-0.43738958	-1.114198	-0.28066894	0.36912248	0.6171106	-0.18462394	1.4666176	1.1561004	0.8196313	-0.5135345	-1.0979869	0.5805868	-0.11269908	-0.51008785	-0.2089045	-0.3304602	-0.079023	-0.060422733	-0.87778234	-0.51863575	-0.5841931
in	-1.3467588	-1.2481883	1.3043647	-1.2954376	0.82553446	-0.26452976	0.47541025	-1.0008414	1.2854245	1.0849919	0.03987847	1.0652447	1.2004477	0.7716187	1.3344288	1.1840837	-1.4331954	1.1614997	-0.7055352	-1.1903398	-0.062041212	0.28316042	-1.0771472	1.0943363	-0.96951354	-0.6606642	-1.2656167	-1.2854147	1.2694316	-0.11564664	-0.3375998	-0.64026034	0.32820362	1.1492012	-0.26155812	1.0755336	1.2251077	0.6786337	-1.1301656	-1.0961561	1.4142708	-0.08467221	0.958523	-1.1755519	-0.9357584	-1.4040766	-1.2664275	-1.4463782	0.32252577	-1.077415
die	-0.9646965	-0.6006917	0.68107814	-0.8982834	0.6689756	-0.36497313	1.0978525	-0.82718563	0.66302514	0.80518305	0.25974712	-0.10068833	0.22100641	1.1838214	0.6704347	0.56542504	-1.1752295	0.69270945	-1.2413993	-0.5739643	-0.5096613	-0.30860677	-0.9433172	0.9946774	-0.54286563	-0.5256523	-0.53961575	-1.1727266	0.904377	-0.30422562	-0.93623394	-0.05355718	0.6364508	0.8501358	-0.10354413	0.41892123	0.77499413	0.6752323	-0.8699275	-0.15012866	0.6176685	-0.21925175	0.13802887	-0.41000742	-0.30011934	-1.1763878	-0.81196135	-1.58342	0.28215134	-0.6552546
caus	-0.4862418	-0.9889241	1.2924843	-0.69425803	0.8493047	0.34510663	-0.16455641	-0.9721798	0.90188026	0.58414376	-0.06518343	0.3430246	0.96189857	1.339539	0.70861864	0.3226477	-1.3527774	1.1097636	-0.83673596	-0.012742877	-0.28426835	-0.050970808	-0.27349308	0.24079725	-1.0923952	-0.016195292	-0.41315228	-0.61178625	0.39594656	0.31717637	0.6103327	0.108362205	0.3022778	1.8121908	0.5704082	0.8187304	0.15419894	-0.7109541	-0.95618176	-0.16659552	0.07643285	0.04275015	0.35044977	-1.4778234	-0.25578794	-0.9066306	0.07830083	-0.24593636	0.106384575	-0.51942265
send	-1.5269997	-1.445374	-0.69097155	-0.2797392	0.46166065	-0.011295347	0.17563543	-0.8484441	0.10000371	0.6393559	0.05719546	0.41196826	1.091023	1.1189348	0.3718254	1.104178	-0.2241357	1.2503395	-0.18059838	-1.1989201	0.46036512	-0.13191032	-0.29431963	0.8897653	0.15601917	0.32308555	-0.78911114	-0.9481032	1.0849402	0.38971984	0.33733284	-0.28273493	0.4870456	0.55660653	-1.3866906	0.727528	0.4283255	0.26436824	-0.39222682	-0.712099	-0.57682306	-0.13338664	0.7717687	-0.85866797	0.057429843	-0.6733381	-1.2900887	-0.28242564	0.7447946	-1.4679865
no	-0.70527434	-0.94657725	0.8268424	-0.9566339	1.0901054	-0.05438319	0.13459393	-1.2360315	0.42012182	0.7140876	0.19678715	0.8135437	1.1870327	0.74495775	1.108681	0.8793851	-1.2392691	1.0561228	-0.837949	-1.0169697	0.0659249	-0.48685676	-0.65414155	0.7021922	-0.50626993	-0.2092509	-1.3100847	-0.8663105	1.1633224	0.30216175	0.17875491	-1.2128394	0.25774875	1.0437951	0.4936133	0.7552804	0.7635968	-0.12029421	-1.1966085	-0.69819796	1.0143778	-0.158653	0.12425426	-0.8686546	-0.030553818	-1.0924432	-1.0657822	-0.94485176	-0.22414646	-0.8760131
wrong	0.08986373	-1.1460316	0.8563954	-1.1645575	0.90834665	-0.19129696	0.03599414	-0.423513	0.32689816	1.0433352	0.39031583	0.17894666	0.25506502	0.76407075	-0.07590325	0.552297	-1.0505877	0.9892538	-1.2132838	-0.34148768	0.26033756	0.08566289	-0.2841096	0.82335067	-1.110016	-0.19420889	-0.70091605	-1.087599	0.7556493	0.5065407	0.54893255	-0.88045883	0.3667285	0.6120604	0.07569555	0.13871571	1.0816469	0.2777798	-1.4186252	0.07367557	0.42667258	0.04988551	-0.093608424	-1.3203177	-0.2694484	-0.76398873	-0.34724778	-1.1370332	-0.40473443	-0.4114827
night	-0.60044056	-1.03405	1.2433603	-0.6681216	-0.23597834	-0.4605325	0.7427151	-1.3440971	0.27886915	0.681933	0.14035147	1.3964107	0.47369367	-0.06618646	1.0982394	0.15027337	-0.88972926	0.3460009	-0.3259097	-1.0930989	-0.3537619	0.7820521	-0.638129	2.0684881	-0.46396583	-0.56284404	-1.136619	-0.123457946	0.6182434	0.17516546	-0.8644972	-0.6553479	0.4776916	1.1296039	-1.2171762	-0.14054532	-0.23224245	1.7201461	-1.1090429	-0.5636099	0.994653	-0.9570381	0.36625746	-0.69126755	0.80355436	-0.9224959	-0.67188394	-0.20156638	0.030046199	-0.31034812
c	-1.1537111	-0.7690827	0.6619229	-0.46569428	0.4899959	0.3192494	0.25979817	-0.27315104	0.87913305	0.19472593	-0.10530935	0.54081076	0.3817714	0.47010878	0.825806	0.059617363	-1.0433283	1.0269151	-0.19038959	-0.5837956	-0.00890073	0.69729555	-0.6436762	1.3680441	-0.070538275	0.5176157	-0.17418602	0.24404968	0.75710225	0.6178962	-0.5020431	-0.29823256	0.0650062	0.6241762	0.8438945	0.3559355	1.1537657	-0.024180166	-0.8685535	-0.36401814	0.6101911	-0.24462663	0.30779883	-0.3318575	-0.73056	-1.1800632	0.2501659	-0.5364585	-0.06303305	-0.46907288
he	-0.3880073	-1.6271926	1.2585413	-1.126024	0.95519996	0.41796824	0.14689486	-1.2194755	1.1066674	0.9116298	1.268733	1.1433848	1.1886564	1.1613533	1.1196146	0.8634166	-1.1252604	1.0081303	-0.83516747	-0.20598815	0.09156963	0.22517578	-1.167733	1.2522873	-0.9925139	-1.4568286	-0.9346348	-0.86902916	0.9376831	0.96903944	-0.09668981	-0.959083	-0.1569128	1.2832905	0.50576854	0.98404336	0.46786907	0.99655235	-0.40911585	-0.7638965	1.3954792	0.22524938	-0.93325734	-0.9712803	-0.67860234	-1.2740629	-1.2531967	-0.9491569	0.53111947	-0.6589389
say	-1.0068587	-1.5419009	1.2135935	-1.7567539	1.6697426	0.1761592	0.1323562	-0.8736706	1.3331313	1.1442499	0.6670224	0.2832722	1.2793888	0.68633866	1.3127894	0.42173836	-1.2013693	1.0119274	-0.3397743	-0.62191975	-0.41582754	-0.20129356	-1.2488041	0.55420774	-0.2102843	-0.8447459	-0.33941883	-0.4000336	0.8727382	0.424887	0.18556355	-0.4166647	0.05376383	1.2700398	0.0070576407	1.2164363	0.65645045	0.065244906	-1.3283429	-0.3550068	1.5758898	0.15085414	-0.012103636	-0.6305028	-0.3691889	-0.86664677	-1.013321	-1.3802481	0.48931748	-0.64906967
hurt	-1.3579416	-1.0119197	0.4877252	-0.6185876	0.6903064	-0.47942775	0.84215665	-0.5194614	0.48184654	0.7467259	0.35764307	-0.15101992	0.6705948	0.6736289	0.6569683	0.36962497	-0.8575758	0.7134396	-1.0770507	-1.2093697	-0.13227728	-0.07646391	-0.15150788	0.5992987	-0.49883842	-0.2551519	-0.4853353	-0.9649403	0.28818724	-0.31883818	0.080937095	-0.5132306	0.78372735	0.58805877	-0.7717525	0.40716457	0.70823014	0.26332408	-0.650505	0.21298505	0.40852988	-0.0046886504	0.7327603	-0.15644632	-0.14993761	-0.6893083	-0.9713745	-0.059183486	0.35626483	-0.64543414
pictur	0.69416517	-0.65715975	0.7172941	-0.37074256	0.6226487	-0.45701718	0.49848694	-1.0886564	-0.7264998	0.6460684	0.04935412	1.162909	0.6331606	-0.6705974	0.35837644	1.1280129	-1.0551586	1.3147647	0.19654328	1.0035434	-0.21358643	0.4639957	-1.254215	1.1833062	-1.0403043	-0.40266556	-1.4292672	0.15701976	0.7063123	0.29737127	-0.19856462	-0.9920516	0.0041538477	0.956487	-1.3694458	-0.015227599	0.56995064	1.7731261	-1.6360514	0.28265873	0.7122048	-0.35528815	-0.66676164	-0.5663365	0.6694536	-0.72091734	-0.3062575	0.13866732	-0.42211238	-0.5911932
suspect	-1.1547363	-0.90278697	1.2185235	-0.580843	1.3631186	-0.11210111	0.2319471	-0.8493582	0.89315635	1.3057796	1.3102648	0.48412752	0.6035252	-0.64722335	1.0776743	0.94635475	-1.2427489	0.63145435	-0.1999534	-0.41524938	0.18432748	-0.105406836	-1.3646767	0.5128619	-0.41898274	-0.7847917	-0.42064804	-0.81434685	1.1974714	-0.5101979	0.47155863	0.37818223	-0.37768614	1.1572683	-0.5922265	0.99126756	0.63005793	-0.20255865	-1.1135894	-0.62683654	3.0188818	0.76629174	-0.8049102	-0.6510972	-1.4144132	-1.3661416	-0.48784173	-0.5485649	0.6359881	-0.5325792
look	-0.7301904	-0.7478156	0.6113732	-0.840539	1.2339587	0.05721812	-0.23473805	-0.9695715	0.9235552	0.91193545	0.46684283	0.4200384	1.1279805	0.61425173	0.96382815	1.1338274	-0.778213	0.6507318	-0.15036063	-0.040445395	0.22310436	0.14614108	-0.9598897	0.57916725	-1.1674789	-0.5203034	-1.064612	-0.7241055	0.6659337	0.48844385	0.15116948	-0.64678216	-0.031186234	1.1601044	0.6026601	0.7026577	0.8539937	0.6224182	-1.0016351	0.056978006	0.8813397	-0.39273447	0.008741898	-0.76883864	-0.16828673	-0.6685443	-0.8342303	-0.8119559	0.06536976	-0.6203886
prevent	-0.624935	-0.5604619	1.5521564	-0.49555373	0.8771696	0.25762802	-0.7428764	-0.5169266	1.0166622	1.1394994	-0.33700526	0.16582008	0.11184363	1.1282588	0.7459507	0.74938893	-1.0035214	0.8703613	-1.1171136	-0.90295005	0.28343302	-0.2139166	-0.062101588	0.87733746	1.3016593	-0.27712882	-0.4933839	-0.596995	0.67263293	0.07346858	0.1818406	-0.91186804	-0.40167248	0.8899827	0.8034696	0.30660623	0.7438494	0.1371513	-0.47756478	-0.30195338	-0.06623369	0.059231013	0.3746948	-0.9199425	0.4527737	-0.8487607	-0.91653377	-0.63784814	0.52681816	-1.4408486
weapon	0.46332037	-0.7356576	0.68214726	-0.4302942	1.4133105	-0.95126486	0.30483714	-0.69442767	0.06836444	1.2455451	0.42883563	1.129542	0.96943086	0.7409438	0.7979449	0.6579256	-0.567003	0.7888458	-1.1692557	-0.43678248	0.010491423	0.27370286	-0.76822567	0.6285157	1.4977334	-0.4455924	-0.8722721	-0.7717463	0.9894711	-1.016346	0.2850856	-1.4804864	-0.58003384	0.78972137	1.2845557	1.3516672	0.5139145	-0.4719352	-1.0246031	-0.52430665	1.1594207	0.17861062	0.025173482	-0.9901663	0.029319596	-1.1814249	-1.3331578	-0.39930746	0.78016174	-0.2801688
appar	-0.35071176	-0.70375955	1.0862311	-0.8931611	0.5785623	0.00025553792	-0.059200443	-0.7480395	0.26662317	0.23105937	0.11420629	0.42694587	-0.07725686	-0.3807752	0.18466	0.56042516	-0.83700836	0.35206443	0.21367145	-0.56289357	-0.075471506	0.2730251	-0.7939196	0.6255505	-0.46792877	-0.1328311	0.47092503	-1.8065728	0.8575358	-0.11082421	0.35305724	-0.4632979	0.020628333	0.3904155	-0.3007942	0.63508105	0.5233109	-0.30365872	-0.50205255	-0.31082237	1.177465	0.030369252	-0.32471898	-1.1584918	0.079935595	-0.6804577	-0.6965366	-0.5662548	0.24955708	-1.2439811
full	-0.1684702	-0.3577814	-0.49117988	0.20543	0.6812198	0.14523348	0.142071	-0.28741392	0.75998867	0.37964416	-0.18815622	0.30435476	1.7126294	0.59234816	0.48314077	-0.33968508	-0.8711033	1.1488509	-0.029997632	-0.41908118	0.36507583	-0.07527964	-1.0113072	0.70593286	-0.28490776	-0.031972565	-1.4066615	-1.1372948	0.3016268	-0.066507876	-0.09847066	-0.4988274	0.15474457	0.76851004	-0.2567077	1.1860992	0.30509084	0.3302409	-1.2683885	-0.6089395	0.65005046	-0.016095519	-0.1342675	-1.6042453	-0.13020459	-0.2986555	-0.2482351	-0.57792675	-0.3888253	-0.23221953
